"SPE号","ATM数据","百分比","适配层/百分比例","VPI/VCI","承载格式","协议/端口","比例","主要IP","主要用户"
"第1个STS SPE(45M)","有效数据","AAL数量: 62521844字节, 比例: 9.39%","AAL1数量: 62521844字节, 比例: 100.00%","0000: 0059","(2013-1-9)AAL1结构化24",""," 数量：500142384字节, 比例：66.66%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 62521844字节, 比例: 9.39%","AAL1数量: 62521844字节, 比例: 100.00%","0000: 0052","(2013-1-9)AAL1结构化24",""," 数量：250162512字节, 比例：33.34%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 62521844字节, 比例: 9.39%","AAL1数量: 62521844字节, 比例: 100.00%","0000: 0059","(2013-1-9)AAL1结构化24",""," 数量：500142384字节, 比例：66.66%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 62521844字节, 比例: 9.39%","AAL1数量: 62521844字节, 比例: 100.00%","0000: 0052","(2013-1-9)AAL1结构化24",""," 数量：250162512字节, 比例：33.34%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 62521844字节, 比例: 9.39%","AAL1数量: 62521844字节, 比例: 100.00%","0000: 0059","(2013-1-10)AAL1结构化24",""," 数量：500086320字节, 比例：66.66%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 62521844字节, 比例: 9.39%","AAL1数量: 62521844字节, 比例: 100.00%","0000: 0052","(2013-1-10)AAL1结构化24",""," 数量：250133040字节, 比例：33.34%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 62521844字节, 比例: 9.39%","AAL1数量: 62521844字节, 比例: 100.00%","0000: 0059","(2013-1-10)AAL1结构化24",""," 数量：500086320字节, 比例：66.66%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 62521844字节, 比例: 9.39%","AAL1数量: 62521844字节, 比例: 100.00%","0000: 0052","(2013-1-10)AAL1结构化24",""," 数量：250133040字节, 比例：33.34%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 62521844字节, 比例: 9.39%","AAL2数量: 0字节, 比例: 0.00%","0000: 005C; CID编号: 11","(2013-1-9)标准AAL2; CID承载业务G729","","数量：0字节, 比例：非数字% ","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 62521844字节, 比例: 9.39%","AAL2数量: 0字节, 比例: 0.00%","0000: 005C; CID编号: 12","(2013-1-9)标准AAL2; CID承载业务G729","","数量：0字节, 比例：非数字% ","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 62521844字节, 比例: 9.39%","AAL2数量: 0字节, 比例: 0.00%","0000: 005C; CID编号: 13","(2013-1-9)标准AAL2; CID承载业务G729","","数量：0字节, 比例：非数字% ","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 62521844字节, 比例: 9.39%","AAL2数量: 0字节, 比例: 0.00%","0000: 005C; CID编号: 14","(2013-1-9)标准AAL2; CID承载业务G729","","数量：0字节, 比例：非数字% ","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 62521844字节, 比例: 9.39%","AAL2数量: 0字节, 比例: 0.00%","0000: 0061; CID编号: 11","(2013-1-9)标准AAL2; CID承载业务G729","","数量：0字节, 比例：非数字% ","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 62521844字节, 比例: 9.39%","AAL2数量: 0字节, 比例: 0.00%","0000: 005F; CID编号: 11","(2013-1-9)标准AAL2; CID承载业务G711 PCM U律","","数量：0字节, 比例：非数字% ","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 62521844字节, 比例: 9.39%","AAL2数量: 0字节, 比例: 0.00%","0000: 005D; CID编号: 11","(2013-1-9)标准AAL2; CID承载业务G729","","数量：0字节, 比例：非数字% ","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 62521844字节, 比例: 9.39%","AAL2数量: 0字节, 比例: 0.00%","0000: 006D; CID编号: 11","(2013-1-9)标准AAL2; CID承载业务G729","","数量：0字节, 比例：非数字% ","",""
